hit wid src trg item work.seconds accept.time submit.time concurrent.hits corrected.work.seconds approval 
3I7SHAD35MSUHNPMO1GDX5GEE5Q7MH	F0008	en	es	ad	2982	"2016-11-24 12:08:02"	"2016-11-24 12:57:44"	1	2982	Submitted	
3JYPJ2TAYI4DHJ15Y06H21NQHXLPFY	F0028	en	es	ad	2328	"2016-11-24 06:09:51"	"2016-11-24 06:48:39"	1	2328	Submitted	
3JMQI2OLFZ1GGEBWRFYZACFA57ZNDO	F0016	en	es	ad	1681	"2016-11-25 08:42:24"	"2016-11-25 09:10:25"	1	1681	Submitted	
3I6NF2WGIGSF29FHP53LMGILREF5GQ	F0033	en	es	ad	801	"2016-11-25 08:35:36"	"2016-11-25 08:48:57"	1	801	Submitted	
367O8HRHKG40WVK860ES62VAFTES4S	F0041	en	es	ad	3475	"2016-11-25 08:35:23"	"2016-11-25 09:33:18"	1	3475	Submitted	
3PIOQ99R7YI2XGMIDAOOKCJYR6XNUZ	F0018	en	es	ad	1714	"2016-11-24 12:03:01"	"2016-11-24 12:31:35"	1	1714	Submitted	
3O0M2G5VC6YIRGO9XUE1P7QKM1F94F	F0001	en	es	ad	920	"2016-11-23 08:07:43"	"2016-11-23 08:23:03"	1	920	Rejected	
371Q3BEXDH5GZS8XRT4I0Y8JFK6ZSR	F0001	en	es	ad	528	"2016-11-23 08:23:16"	"2016-11-23 08:32:04"	1	528	Rejected	
39TX062QX1KNAGN30WFWV5KWF4A3X7	F0014	en	es	ad	2777	"2016-11-23 07:52:37"	"2016-11-23 08:38:54"	1	2777	Approved	
3VO4XFFP15IL22NEGUNUEE0JO5P7Q4	F0020	en	es	ad	1024	"2016-11-24 02:19:50"	"2016-11-24 02:36:54"	1	1024	Submitted	
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	352	"2016-11-23 07:20:51"	"2016-11-23 07:26:43"	1	352	Rejected	
3BAKUKE49H873HNC4TVLIUJBG3B1RH	F0003	en	es	ad	2700	"2016-11-23 07:26:48"	"2016-11-23 08:11:48"	12	225	Rejected	
3DFYDSXB2WW6EQVXYCWWR52HHJEUJH	F0003	en	es	ad	2881	"2016-11-23 07:26:52"	"2016-11-23 08:14:53"	11	261.909090909091	Rejected	
33W1NHWFYHHHESLCGT98A345H3KZTG	F0003	en	es	ad	3065	"2016-11-23 07:26:55"	"2016-11-23 08:18:00"	10	306.5	Rejected	
3D1TUISJWIWAJFBRGUBWF4NH44PUI5	F0003	en	es	ad	3242	"2016-11-23 07:26:57"	"2016-11-23 08:20:59"	9	360.222222222222	Rejected	
3XUY87HIVPAD2QW9S7I2GND48R6MML	F0003	en	es	ad	3410	"2016-11-23 07:26:59"	"2016-11-23 08:23:49"	8	426.25	Rejected	
3TTPFEFXCTGPL9A6EUV8ZM8M15T6HN	F0003	en	es	ad	3575	"2016-11-23 07:27:06"	"2016-11-23 08:26:41"	7	510.714285714286	Rejected	
3APP19WN71ABLDFVUODQEMWLM5G6GO	F0003	en	es	ad	3764	"2016-11-23 07:27:09"	"2016-11-23 08:29:53"	7	537.714285714286	Rejected	
3GL25Y6843QOW2VD6EKBR4T2FVQXMG	F0003	en	es	ad	3945	"2016-11-23 07:27:12"	"2016-11-23 08:32:57"	8	493.125	Rejected	
39TX062QX1KNAGN30WFWV5KWF4A3X7	F0003	en	es	ad	4114	"2016-11-23 07:27:13"	"2016-11-23 08:35:47"	9	457.111111111111	Rejected	
375VSR8FVW54YD8KC44DAO3NTINZR3	F0003	en	es	ad	4316	"2016-11-23 07:27:15"	"2016-11-23 08:39:11"	10	431.6	Rejected	
3EKTG13IZUZTW8EOSVHNGAYF8MGMLJ	F0003	en	es	ad	4483	"2016-11-23 07:27:18"	"2016-11-23 08:42:01"	11	407.545454545455	Rejected	
371Q3BEXDH5GZS8XRT4I0Y8JFK6ZSR	F0003	en	es	ad	4658	"2016-11-23 07:27:19"	"2016-11-23 08:44:57"	12	388.166666666667	Rejected	
3O0M2G5VC6YIRGO9XUE1P7QKM1F94F	F0037	en	es	ad	3558	"2016-11-23 06:12:25"	"2016-11-23 07:11:43"	1	3558	Approved	
375VSR8FVW54YD8KC44DAO3NTINZR3	F0037	en	es	ad	1926	"2016-11-23 07:24:38"	"2016-11-23 07:56:44"	1	1926	Approved	
3EKTG13IZUZTW8EOSVHNGAYF8MGMLJ	F0037	en	es	ad	2493	"2016-11-23 08:04:45"	"2016-11-23 08:46:18"	1	2493	Approved	
3D1TUISJWIWAJFBRGUBWF4NH44PUI5	F0037	en	es	ad	2285	"2016-11-23 09:21:27"	"2016-11-23 09:59:32"	1	2285	Submitted	
3GL25Y6843QOW2VD6EKBR4T2FVQXMG	F0037	en	es	ad	4082	"2016-11-23 10:13:23"	"2016-11-23 11:21:25"	1	4082	Submitted	
371Q3BEXDH5GZS8XRT4I0Y8JFK6ZSR	F0037	en	es	ad	3933	"2016-11-23 11:27:06"	"2016-11-23 12:32:39"	1	3933	Submitted	
3XUY87HIVPAD2QW9S7I2GND48R6MML	F0037	en	es	ad	2138	"2016-11-23 13:07:08"	"2016-11-23 13:42:46"	1	2138	Submitted	
338431Z1FLBSZ9UDAVTWUQWJAG0ROE	F0037	en	es	ad	2434	"2016-11-24 03:25:18"	"2016-11-24 04:05:52"	1	2434	Submitted	
3YLTXLH3DF2XVFSBTQUH5MZ3XCYPHW	F0037	en	es	ad	4662	"2016-11-24 04:29:42"	"2016-11-24 05:47:24"	1	4662	Submitted	
3FHTJGYT8NWJVJX09KCZKMN2ICLPGX	F0037	en	es	ad	4445	"2016-11-24 05:47:29"	"2016-11-24 07:01:34"	1	4445	Submitted	
3IKMEYR0LWRS5YSDXDM2M172EK92KR	F0037	en	es	ad	3559	"2016-11-24 11:58:41"	"2016-11-24 12:58:00"	1	3559	Submitted	
391JB9X4ZY4IC2W67V5M1AL0KQMKMY	F0037	en	es	ad	5220	"2016-11-25 08:12:27"	"2016-11-25 09:39:27"	2	2610	Submitted	
3W3RSPVVGSNC9GJX1X897KF9MCUUL3	F0037	en	es	ad	1127	"2016-11-25 09:39:27"	"2016-11-25 09:58:14"	2	563.5	Submitted	
3M0556243SGDEYPSILTPYCIVHKFNFZ	F0037	en	es	ad	2209	"2016-11-25 10:17:25"	"2016-11-25 10:54:14"	1	2209	Submitted	
3SMIWMMK611SKAVW5BFBGVWPKI1UWX	F0044	en	es	ad	4021	"2016-11-24 11:30:55"	"2016-11-24 12:37:56"	1	4021	Submitted	
39TX062QX1KNAGN30WFWV5KWF4A3X7	F0039	en	es	ad	992	"2016-11-23 09:15:42"	"2016-11-23 09:32:14"	3	330.666666666667	Submitted	
3DFYDSXB2WW6EQVXYCWWR52HHJEUJH	F0039	en	es	ad	2407	"2016-11-23 09:16:29"	"2016-11-23 09:56:36"	2	1203.5	Submitted	
3XBXDSS888F4QKDS62JWRREDFQ0XLE	F0039	en	es	ad	1695	"2016-11-23 09:16:35"	"2016-11-23 09:44:50"	3	565	Submitted	
3GL25Y6843QOW2VD6EKBR4T2FVQXMG	F0039	en	es	ad	2293	"2016-11-23 09:32:49"	"2016-11-23 10:11:02"	3	764.333333333333	Submitted	
3EKTG13IZUZTW8EOSVHNGAYF8MGMLJ	F0039	en	es	ad	1143	"2016-11-23 10:14:58"	"2016-11-23 10:34:01"	1	1143	Submitted	
375VSR8FVW54YD8KC44DAO3NTINZR3	F0039	en	es	ad	732	"2016-11-23 10:40:19"	"2016-11-23 10:52:31"	1	732	Submitted	
3O0M2G5VC6YIRGO9XUE1P7QKM1F94F	F0039	en	es	ad	917	"2016-11-23 10:52:52"	"2016-11-23 11:08:09"	3	305.666666666667	Submitted	
3APP19WN71ABLDFVUODQEMWLM5G6GO	F0039	en	es	ad	1406	"2016-11-23 10:54:33"	"2016-11-23 11:17:59"	4	351.5	Submitted	
3XUY87HIVPAD2QW9S7I2GND48R6MML	F0039	en	es	ad	1698	"2016-11-23 10:54:35"	"2016-11-23 11:22:53"	3	566	Submitted	
371Q3BEXDH5GZS8XRT4I0Y8JFK6ZSR	F0039	en	es	ad	1523	"2016-11-23 11:08:11"	"2016-11-23 11:33:34"	3	507.666666666667	Submitted	
3TTPFEFXCTGPL9A6EUV8ZM8M15T6HN	F0039	en	es	ad	1388	"2016-11-23 11:17:59"	"2016-11-23 11:41:07"	4	347	Submitted	
3421H3BM9AD8UY7U0115V9F350L9JR	F0039	en	es	ad	616	"2016-11-24 05:02:34"	"2016-11-24 05:12:50"	2	308	Submitted	
3SMIWMMK611SKAVW5BFBGVWPKH3UWX	F0039	en	es	ad	1041	"2016-11-24 05:02:38"	"2016-11-24 05:19:59"	2	520.5	Submitted	
3ZXNP4Z39RHAB571OPFYXS1PE007LF	F0039	en	es	ad	810	"2016-11-24 12:01:39"	"2016-11-24 12:15:09"	3	270	Submitted	
3XWUWJ18TLMFS66RAB0AY7BSZ2QUUY	F0039	en	es	ad	1150	"2016-11-24 12:01:50"	"2016-11-24 12:21:00"	3	383.333333333333	Submitted	
3HXCEECSQMPDVEK6QZW7IKWKX8GZYQ	F0039	en	es	ad	1472	"2016-11-24 12:01:59"	"2016-11-24 12:26:31"	5	294.4	Submitted	
30U1YOGZGASDWR31ZBFL96PGS5ASD6	F0039	en	es	ad	1044	"2016-11-24 12:15:28"	"2016-11-24 12:32:52"	5	208.8	Submitted	
38G0E1M85M1F5LVRF1AFUTDBD9ZUVN	F0039	en	es	ad	1037	"2016-11-24 12:21:22"	"2016-11-24 12:38:39"	4	259.25	Submitted	
3ZFRE2BDQ9AOV9UWL3A5Z6PBV2MZXK	F0039	en	es	ad	1645	"2016-11-24 12:21:39"	"2016-11-24 12:49:04"	4	411.25	Submitted	
3N3WJQXELSM3P4AVIDY311KH3KE2LU	F0039	en	es	ad	1336	"2016-11-24 12:21:49"	"2016-11-24 12:44:05"	5	267.2	Submitted	
302U8RURJZX2AVBII0YTGYLH5D6NVO	F0039	en	es	ad	2219	"2016-11-24 12:26:45"	"2016-11-24 13:03:44"	5	443.8	Submitted	
3XBXDSS888F4QKDS62JWRREDFQ0XLE	F0002	en	es	ad	926	"2016-11-23 08:12:37"	"2016-11-23 08:28:03"	1	926	Approved	
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	2110	"2016-11-23 10:49:57"	"2016-11-23 11:25:07"	1	2110	Submitted	
3TTPFEFXCTGPL9A6EUV8ZM8M15T6HN	F0029	en	es	ad	1802	"2016-11-23 11:25:32"	"2016-11-23 11:55:34"	1	1802	Submitted	
391FPZIE4CIANK07ACTBFSM24RAUHC	F0011	en	es	ad	1978	"2016-11-23 06:04:00"	"2016-11-23 06:36:58"	1	1978	Approved	
36D1BWBEHNXNVMSGIPZI1EZ63O62MW	F0000	en	es	ad	3172	"2016-11-24 04:34:45"	"2016-11-24 05:27:37"	1	3172	Submitted	
3TUOHPJXYHTK1EPRAGQY02VTEZKWXR	F0024	en	es	ad	2779	"2016-11-24 03:55:36"	"2016-11-24 04:41:55"	1	2779	Submitted	
38G0E1M85M1F5LVRF1AFUTDBD81UVN	F0024	en	es	ad	2394	"2016-11-24 04:42:37"	"2016-11-24 05:22:31"	1	2394	Submitted	
3RKHNXPHGWS1PA1FGXW8SK2UW8EUKG	F0022	en	es	ad	3917	"2016-11-23 05:24:38"	"2016-11-23 06:29:55"	1	3917	Approved	
3HFWPF5AK9FFEZ146M99WX341TIS37	F0019	en	es	ad	1559	"2016-11-25 09:00:16"	"2016-11-25 09:26:15"	1	1559	Submitted	
3APP19WN71ABLDFVUODQEMWLM5G6GO	F0030	en	es	ad	1381	"2016-11-23 06:50:10"	"2016-11-23 07:13:11"	1	1381	Rejected	
3TTPFEFXCTGPL9A6EUV8ZM8M15T6HN	F0030	en	es	ad	1726	"2016-11-23 07:17:16"	"2016-11-23 07:46:02"	1	1726	Rejected	
3B9J25CZ2593RZXNZFKAP07Y75YSC6	F0023	en	es	ad	4212	"2016-11-24 12:04:49"	"2016-11-24 13:15:01"	1	4212	Submitted	
3O0M2G5VC6YIRGO9XUE1P7QKM1F94F	F0034	en	es	ad	1801	"2016-11-23 07:21:52"	"2016-11-23 07:51:53"	1	1801	Approved	
3XUY87HIVPAD2QW9S7I2GND48R6MML	F0025	en	es	ad	875	"2016-11-23 07:53:43"	"2016-11-23 08:08:18"	1	875	Rejected	
375VSR8FVW54YD8KC44DAO3NTINZR3	F0025	en	es	ad	517	"2016-11-23 08:08:24"	"2016-11-23 08:17:01"	2	258.5	Rejected	
33W1NHWFYHHHESLCGT98A345H3KZTG	F0025	en	es	ad	415	"2016-11-23 08:17:01"	"2016-11-23 08:23:56"	2	207.5	Rejected	
3DFYDSXB2WW6EQVXYCWWR52HHJEUJH	F0025	en	es	ad	478	"2016-11-23 08:23:56"	"2016-11-23 08:31:54"	2	239	Rejected	
3TTPFEFXCTGPL9A6EUV8ZM8M15T6HN	F0025	en	es	ad	538	"2016-11-23 08:32:07"	"2016-11-23 08:41:05"	1	538	Rejected	
3O0M2G5VC6YIRGO9XUE1P7QKM1F94F	F0025	en	es	ad	492	"2016-11-23 08:41:06"	"2016-11-23 08:49:18"	1	492	Rejected	
