rep_id,a_type,wid,hit,src,trg,item,sys,sid,rep_type,score_a,time_a,score_b,time_b
0,intra,F0001,3ABAOCJ4R804N5U1K0PJXWX9IQVQM0,en,es,ad,all,705,sys_sys,98,1258,99,1258
0,intra,F0042,3NSCTNUR2ZJESI2E35BBQU7ITJZ5AB,en,es,ad,all,17,sys_sys,84,1465,86,1465
0,intra,F0038,3VJ4PFXFJ33VDXST46JJY6ZYRWMUA3,en,es,ad,all,868,sys_sys,48,1211,41,1211
0,intra,F0001,3ZZAYRN1I6N5FO75EKYRU5X1XX9OTR,en,es,ad,all,257,sys_sys,85,3571,99,3571
0,intra,F0031,3YGYP136415AHOU19GTJF1WEJ4HRNG,en,es,ad,all,327,sys_sys,75,3546,74,3546
0,intra,F0035,3LAZVA75NINBVPDSV5EVTIOBYQC2O6,en,es,ad,all,597,sys_sys,71,1539,75,1539
0,intra,F0031,3TD33TP5DLYGHYJN4F2OTG7A2BFAB2,en,es,ad,all,497,sys_sys,99,4790,99,4790
0,intra,F0037,3JTPR5MTZS8K4VB0FWO0K8AEYT95K2,en,es,ad,all,1000,sys_sys,25,1393,27,1393
0,intra,F0023,35F6NGNVM8FYUIF6XYHPJJB678ZT76,en,es,ad,all,939,sys_sys,50,2740,49,2740
0,intra,F0001,3IHWR4LC7D9CLI4EDRARJC5S7DZI8F,en,es,ad,all,659,sys_sys,85,1008,74,1008
0,intra,F0038,3HA5ODM5KAOZQ83NQWFFFSVNR7SVSB,en,es,ad,all,344,sys_sys,34,2987,23,2987
0,intra,F0031,388FBO7JZRPJEP6NNBLDNXPBNV1NYS,en,es,ad,all,814,sys_sys,40,4593,38,4593
0,intra,F0023,3B9XR6P1WERRIRMRYLF1MFATSWZJBD,en,es,ad,all,130,sys_sys,92,2840,77,2840
0,intra,F0004,3OJX0UFJ0Z3H8EIOC05J2BOELE4U9O,en,es,ad,all,346,sys_sys,51,2931,50,2931
0,intra,F0022,35F6NGNVM8FYUIF6XYHPJJB678ZT76,en,es,ad,all,868,sys_sys,83,1433,81,1433
0,intra,F0039,3HA5ODM5KAOZQ83NQWFFFSVNR7SVSB,en,es,ad,all,332,sys_sys,99,1501,100,1501
